medicamento_alvo,medicamento_outro,contexto,classe,fonte,origem,confianca
empagliflozina,sinvastatina,"A empagliflozina não teve efeito clinicamente relevante sobre a farmacocinética da glimepirida, pioglitazona, sitagliptina, varfarina, digoxina, ramipril, sinvastatina, hidroclorotiazida, torasemida e contraceptivos orais, quando coadministradas em voluntários sadios.",0,fonte1,manual,1.0
cloridrato de donepezila,cimetidina,"O cloridrato de donepezila e seus metabólitos não i nibem o metabolismo da teofilina, varfarina, cimetidina, digoxina, tioridazina, risperidona e se rtralina em humanos.",0,fonte1,manual,1.0
cloridrato de donepezila,sertralina,"O cloridrato de donepezila e seus metabólit os não inibem o metabolis mo da teofilina, varfarina, cimetidina, digoxina, tioridazina, risperidona e sertralina em humanos.",0,fonte1,manual,1.0
paracetamol cloridrato de pseudoefedrina ems,paracetamol,"O paracetamol + cloridrato de pseudoefedrina não deve ser administrado a pacientes que estejam usando bicarbonato de sódio, pois pode levar a agitação, hipertensão (aumento da pressão arterial) e taquicardia (aumento do batimento cardíaco).",2,fonte2,automatica,0.8
klaricid,claritromicina,"Inibidores da HMG-CoA redutase (estatinas): O uso concomitante de claritromicina com lovastatina ou sinvastatina é contraindicado (ver Contraindicações), devido ao possível aumento do risco de miopatia (doença muscular), incluindo rabdomiólise (destruição do músculo esquelético).",2,fonte2,automatica,0.9
telmisartana,ibuprofeno,"A coadministração de telmisartana não resultou em interações clinicamente significativas com digoxina, varfarina, hidroclorotiazida, glibenclamida, ibuprofeno, paracetamol, sinvastatina e anlodipino.",0,fonte1,manual,1.0
zelix,atorvastatina,"Medicamentos inibidores da HMG-CoA redutase (p. ex.: , atorvastatina) usados com Zelix 150 mg podem aumentar o risco do paciente evoluir com dor muscular (miopatia) e morte das células musculares (rabdomiólise); deve ter sua dose reduzida quando coadministrado com Zelix 150 mg, conforme instruído na bula e recomendado pelo seu médico;",2,fonte2,automatica,0.8
ramelteona,digoxina,"A administração concomitante de ramelteona com omeprazol (substrato da CYP2C19), dextrometorfano (substrato da CYP2D6), midazolam (substrato da CYP3A4), teofilina (substrato da CYP1A2), digoxina (substrato da p- glicoproteína), varfarina (substrato da CYP2C 9 [S]/CYP1A2 [R]), venlafaxina, fluvoxamina, donepezila, doxepina, sertralina, escitalopram, zolpidem, lorazepam, gabapentina ou contraceptivo oral combinado contendo estradiol e levonorgestrel não produziu alterações clinicamente significativas nas exposi ções máxima e total a essas drogas.",0,fonte1,manual,1.0
sulfato de hidroxicloroquina,ciclosporina,"Alguns medicamentos e sulfato de hidroxicloroquina podem interferir um com o outro: isso inclui medicamentos usados para infecções por fungos (por exemplo, itraconazol), para infecções bacterianas (como rifampicina, claritromicina), para epilepsia (convulsões) (como fenitoína, carbamazepina), para distúrbios lipídicos (como genfibrozila, estatinas), para tratamento do HIV (como ritonavir), para transplante de órgãos ou distúrbios do sistema imunológico (como ciclosporina), para coágulos sanguíneos (como dabigatran, clopidogrel), para doenças do coração (como digoxina, flecainida, propafenona) e tratamento à base de plantas para a depressão: erva de São João.",1,fonte1,manual,1.0
klaricid,claritromicina,"O uso concomitante de claritromicina e colchicina é contraindicado. : quando claritromicina e digoxina são administradas concomitantemente, pode elevar a um aumento da exposição à digoxina.",2,fonte2,automatica,0.9
desogestrel,itraconazol,"A administração concomitante de inibidores fortes (por exemplo, cetoconazol, itraconazol, claritromicina) ou moderados (por exemplo, fluconazol, diltiazem, eritromicina) da CYP3A4 podem aumentar as concentrações séricas dos progestagênios, incluindo o eton ogestrel, o metabólito ativo do desogestrel.",1,fonte1,manual,1.0
besilato de anlodipino ranbaxy,anlodipino,"A fim de evitar a toxicidade do tacrolimo, a administração de besilato de anlodipino em um paciente tratado com tacrolimo exige monitoramento dos níveis de tacrolimo no sangue e ajuste da dose do tacrolimo, quando apropriado.",1,fonte2,automatica,0.65
levofloxacino,ranitidina,"A farmacocinética do levofloxacino não foi afetada em qualquer proporção clinicamente significante quando esta foi administrada concomitantemente às seguintes drogas: carbonato de cálcio, digoxina, glibenclamida, ranitidina e varfarina.",0,fonte1,manual,1.0
pantoprazol sodico sesqui-hidratado,glibenclamida,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e um contraceptivo oral contendo levonorgestrel e etinilestradiol, não se observaram interações clínicas significativas.",0,fonte1,manual,1.0
tacrolimo monoidratado,rifampicina,"Uso com inibidores e indutores do CYP3A 4 Quando substâncias com potencial de interação , particularmente, fortes inibidores do CYP3A4 (por exemplo: telaprevir, boceprevir, ritonavir, cetoconazol, voriconazol, itraconazol, telitromicina ou claritromicina) ou indutores do CYP3A4 (por exemplo: rifampicina, rif abutina), são combinadas com tacroli mo, as concentrações sanguíneas de tacrolimo devem ser monitoradas para ver se há necessidade de ajuste da dose, de modo a manter uma exposição semelhante de tacrolimo.",1,fonte1,manual,1.0
lopid,colchicina,O risco de toxicidade neuromuscular e rabdomiólise pode ser aumentado com a administração concomitante de colchicina e Genfibrozila.,2,fonte2,automatica,0.8
fosfato de sitagliptina,glibenclamida,"Avaliação In Vivo de Interações Medicamentosas Efeito da Sitagliptina sobre Outros Fármacos Nos estudos clínicos, como se descreve a seguir, a sitagliptina não alterou significativamente a farmacocinética da metformina, da glibenclamida, da sinvastatina, da rosiglitazona, da varfarina ou dos anticoncepcionais orais, fornecendo evidências in vivo de baixa propensão a causar interações medicamentosas com substratos do citocromo P450 3A4, citocromo P450 2C8, citocromo P450 2C9 e do transportador orgânico catiônico (TOC).",0,fonte1,manual,1.0
losartana potassica,hidroclorotiazida,"INTERAÇÕES MEDICAMENTOSAS Nos estudos clínicos de farmacocinética realizados com hidroclorotiazida, digoxina, varfarina, cimetidina, fenobarbital, ceto conazol e eritromicina, não foram identificadas interações medicamentosas de importância clínica.",0,fonte1,manual,1.0
losartana potassica,digoxina,"INTERAÇÕES MEDICAMENTOSAS Nos estudos clínicos de farmacocinética realizados com hidroclorotiazida, digoxina, varfarina, cimetidina, fenobarbital, cetoconazol e eritromicina, não foram identificadas interações medicamentosas de importância clínica.",0,fonte1,manual,1.0
hemitartarato de zolpidem,varfarina,"Outros medicamentos : Quando o zolpidem foi administrado junto com a varfarina, a digoxina, a ranitidina ou a cimetidina, nenhuma int eração farmacocinética foi observada.",0,fonte1,manual,1.0
pantoprazol sódico sesqui hidratado medley,amoxicilina,"Exclusivo Comprimido revestido de liberação retardada 40 mg: A administração de pantoprazol simultaneamente com os antibióticos claritromicina, metronidazol e amoxicilina não revelou nenhuma interação clinicamente significativa.",0,fonte2,automatica,0.85
beserol,paracetamol,"Interações medicamentosas relacionadas ao paracetamol Interação Medicamento- Medicamento Gravidade: Moderada Medicamentos como a , diflunisal e em associação com o paracetamol apresentam risco de hepatotoxicidade e neutropenia, assim como a também pode apresentar risco aumentado de hepatoxicidade e diminuição de eficácia do paracetamol.",2,fonte2,automatica,0.8
capoten,captopril,"Em pacientes idosos com depleção de volume (incluindo aqueles em tratamento com diuréticos), ou com comprometimento da função renal, a administração concomitante de antiinflamatórios não esteroidais, incluindo inibidores seletivos de COX-2, com inibidores da ECA, incluindo o captopril, pode resultar na deterioração da função renal, incluindo possível insuficiência renal aguda .",2,fonte2,automatica,0.8
empagliflozina,hidroclorotiazida,"A farmacocinética da empagliflozina foi semelhante com e sem a coadministração de glimepirida, pioglitazona, sitagliptina, varfarina, verapamil, ramipril e sinvastatina em voluntários sadios e com ou sem coadministração de torasemida e hidroclorotiazida em pacientes com diabetes mellitus tipo 2.",0,fonte1,manual,1.0
ezetimiba sinvastatina,claritromicina,"CONTRAINDICAÇÕES • Hipersensibilidade aos princípios ativos ou a qualquer dos excipientes. • Hepatopatia ativa ou elevações persistentes e inexplicadas das transaminases séricas. • Quando houver necessidade de administrar ezetimiba + sinvastatina com fenofibrato, consulte a Circular aos Médicos (bula) de fenofibrato. • Administração concomitante de inibidores potentes do CYP3A4 (p. ex., itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (vide 5.",2,fonte1,manual,1.0
sinvastatina,cetoconazol,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e Lactação ); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja o item 5.",2,fonte1,manual,1.0
cloridrato de hidroxizina,fluconazol,"Exemplos de drogas associadas ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas essas): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida); - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, citalopram, venlafaxina, antidepressivos tricíclicos e tetracíclicos, por exemplo, amtriptilina, imipramina, maprotilina); dicloridrato_hidroxizina_sol_oral_VPS_V02 - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimus); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - Pentamidina; - Antimaláricos (quinina, cloroquina); - Antifúngicos azólicos (cetoconazol, fluconazol, voriconazol); - Domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetrona); - Trióxido de arsênio; - Inibidores da tirosinoquinase (vandetanibe, sunitinibe, nilotinibe); - Vorinostat (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta-2 (salmeterol, formoterol).",2,fonte1,manual,1.0
losartana potassica hidroclorotiazida,eritromicina,"INTERAÇÕES MEDICAMENTOSAS losartana Não foram identificadas interações medicamentosas de significado clínico com os seguintes c ompostos avaliados nos estudos de farmacocinética clínica: hidroclorotiazida, digoxina, varfarina, cimetidina, fenobarbital (vide Hidroclorotiazida, Álcool, Barbituratos ou Narcóticos , a seguir), cetoconazol e eritromicina.",0,fonte1,manual,1.0
drospirenona etinilestradiol,diltiazem,"Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos): Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
cloridrato de donepezila,varfarina,"O cloridrato de donepezila e seus metabólit os não inibem o metabolis mo da teofilina, varfarina, cimetidina, digoxina, tioridazina, risperidona e sertralina em humanos.",0,fonte1,manual,1.0
cloridrato de hidroxizina,cetoconazol,"Exemplos de drogas associadas ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas essas): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida); - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, citalopram, venlafaxina, antidepressivos tricíclicos e tetracíclicos, por exemplo, amtriptilina, imipramina, maprotilina); dicloridrato_hidroxizina_sol_oral_VPS_V02 - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimus); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - Pentamidina; - Antimaláricos (quinina, cloroquina); - Antifúngicos azólicos (cetoconazol, fluconazol, voriconazol); - Domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetrona); - Trióxido de arsênio; - Inibidores da tirosinoquinase (vandetanibe, sunitinibe, nilotinibe); - Vorinostat (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta-2 (salmeterol, formoterol).",2,fonte1,manual,1.0
ibuliv cápsula,ibuprofeno,"Ácido valproico (auranofina, aurotiomalato de sódio); , lítio, probenecida e Recomenda-se precaução quando do uso concomitante do ibuprofeno com medicamentos para depressão (fluoxetina, sertralina, paroxetina, citalopram), pelo risco aumentado de sangramento gastrintestinal.",1,fonte2,automatica,0.65
pantoprazol sodico,nifedipino,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e um contraceptivo oral contendo levonorgestrel e etinilestradiol, não se observaram interações clínicas significativas.",0,fonte1,manual,1.0
pantoprazol sódico sesqui hidratado germed pharma,contraceptivos,"Não há interação medicamentosa clinicamente importante com as seguintes substâncias testadas: , cafeína, , etanol, , metoprolol, , fenitoína, e contraceptivos orais contendo e etinilestradiol.",0,fonte2,automatica,0.85
acebrofilina,ranitidina,"O uso concomitante de acebrofilina com antibióticos macrolídeos (eritromicina), algumas quinolonas como norfloxacino e ciprofloxacino, antihistamínicos H2 (cimetidina, ranitidina, famotidina), alopurinol, diltiazem e ipriflavona, pode retardar a eliminação da teofilina, aumentando o risco de intoxicação pela mesma.",1,fonte1,manual,1.0
lasilactona,furosemida,A furosemida pode aumentar a toxicidade do salicilato.,1,fonte2,automatica,0.65
estradiol acetato de noretisterona,itraconazol,"Em alguns casos estas alterações podem ser clinicamente relevantes. - Substâncias que diminuem a depuração de hormônios sexuais (inibidores enzimáticos): Inibidore s potentes e moderados de CYP3A4, tais como, antifúngicos azólicos (por exemplo, fluconazol, itraconazol, cetoconazol, voriconazol), macrolídeos (por exemplo, claritromicina, eritromicina), verapamil, diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas de estrogênio, de progestógeno ou de ambos.",1,fonte1,manual,1.0
zoltec,eritromicina,"Cisaprida, astemizol, pimozida, quinidina, eritromicina e terfenadina são contraindicados para uso concomitante com Zoltec .",2,fonte2,automatica,0.9
dapagliflozina,varfarina,"Em estudos de interação conduzidos em indivíduos sadios, utilizando principalmente o desenho de dose única, a dapagliflozina não alterou significativamente a farmacocinética da metformina, pioglitazona, sitagliptina, glimepirida, hidroclorotiazida, bumetanida, valsartana, sinvastatina, digoxina (um substrato da gp -P) ou varfarina (a varfarina é um substrato do CYP 2C).",0,fonte1,manual,1.0
fosfato de sitagliptina cloridrato de metformina,varfarina,"Fosfato de sitagliptina Nos estudos de interação medicamentosa, a sitagliptina não exerceu efeitos clinicamente significativos na farmacocinética dos seguintes fármacos: metformina, rosiglitazona, glibenclamida, sinvastatina, varfarina e anticoncepcionais orais.",0,fonte1,manual,1.0
klaricid,claritromicina,"Anticoagulantes orais de ação direta (DOACs): Recomenda-se precaução quando a claritromicina é administrada concomitantemente com a dabigatrana, rivaroxabana e apixabana, especialmente em pacientes com maior risco de sangramentos.",1,fonte2,automatica,0.65
drospirenona etinilestradiol,claritromicina,"Essas alterações podem ser clinicamente relevantes em alguns casos. - Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos) Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
besilato de anlodipino,anlodipino,Estudos Especiais: Efeito do anlodipino sobre Outros A gentes atorvastatina: a coadministração de doses múltiplas de 10 mg de anlodipino e 80 mg de atorvastatina não resultou em mudança significante nos parâmetros farmacocinéticos no estado de equilíbrio ( steady -state) da atorvastatina. digoxina: a coadministração de anlodipino e digoxina não alterou os níveis séricos ou o clearance renal de digoxina nos voluntários sadios. etanol (á lcool): dose única e doses múltiplas de 10 mg de anlodipino não tiveram efeito significante na farmacocinética do etanol. varfarina: a coadministração de anlodipino com varfarina não alterou o tempo de resposta de protrombina da varfarina. ciclosporina: nenhum estudo de interação medicamentosa foi conduzido com a ciclosporina e o anlodipino em voluntários saudáveis ou outras populações com exceção dos pacientes com transplante renal.,0,fonte1,manual,1.0
sinvastatina,cetoconazol,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e Lactação); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja item 5.",2,fonte1,manual,1.0
jardiance duo,metformina,"A metformina se liga aos transportadores de cátions orgânicos (OCT) e sua administração com outras substâncias que interferem nesses transportadores pode alterar a ação da metformina, como, por exemplo: O uso de metformina juntamente com o medicamento verapamil, pode diminuir o efeito da metformina; a pode aumentar a absorção de metformina no estômago e intestino, e assim aumentar o efeito da metformina; medicamentos como , dolutegravir, , trimetoprima, vendetanibe e podem diminuir a eliminação de metformina pelos rins e, assim, aumentar a concentração de metformina no sangue; os medicamentos podem interferir no efeito da metformina e também na sua eliminação pelos rins.",1,fonte2,automatica,0.65
fenitoina,cimetidina,"Eslicarbazepina, topiramato, cimetidina, omeprazol, estiripentol e fluoxetina podem levar a uma exposição elevada de fenitoína. -ácido valproico: quando coadministrado com a fenitoína, o ácido valp roico reduz a concentração plasmática total de fenitoína.",1,fonte1,manual,1.0
mecobalamina,metformina,"INTERAÇÕES MEDICAMENTOSAS Medicamentos como antibióticos (penicilina, cefalexina, ciprofloxacina , sulfasalazina , aminoglicosídeos ), metformina, óxido nitroso, inibidores da bomba de prótons , antagonistas de receptores H 2, colchicina, anti- inflamatórios não esteroidais ( AINEs ) (ibuprofeno, ácido aminossalicílico) diminuem a absorção de mecobalamina .",1,fonte1,manual,1.0
dienogeste,fluconazol,"Inibi dores potentes e moderados do CYP3A4, tais como antifúngicos azólicos (por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (“grapefruit”) podem aumentar as conc entrações plasmáticas desta progestina.",1,fonte1,manual,1.0
pantoprazol sódico sesqui hidratado medley,glibenclamida,"Não há interação medicamentosa clinicamente importante com as seguintes substâncias testadas: Carbamazepina, cafeína, diazepam, diclofenaco, digoxina, etanol, glibenclamida, metoprolol, naproxeno, nifedipino, fenitoína, teofilina, piroxicam e contraceptivos orais contendo levonorgestrel e etinilestradiol.",0,fonte2,automatica,0.85
palbociclibe,eritromicina,"Deve -se evitar o uso concomitante de potentes inibidores da CYP3A incluindo, mas não limitado a: amprenavir, atazanavir, boceprevir, claritromicina, conivaptana, delavirdina, diltiazem, eritromicina, fosamprenavir, indinavir, itraconazol, cetoconazol, lopinavir, mibefradil, m iconazol, nefazodona, nelfinavir, posaconazol, ritonavir, saquinavir, telaprevir, telitromicina, voriconazol e toranja ou suco de toranja (grapefruit).",2,fonte1,manual,1.0
ibuprofeno comprimido cimed,aines,Os AINEs podem potencializar os efeitos das sulfonilureias.,1,fonte2,automatica,0.65
pyloripac,colchicina,"Se a administração concomitante de claritromicina e colchicina for necessária, seu médico deverá monitorar quanto à ocorrência de sintomas clínicos de toxicidade por colchicina.",1,fonte2,automatica,0.75
pantoprazol sódico sesqui hidratado medley,carbamazepina,"Não há interação medicamentosa clinicamente importante com as seguintes substâncias testadas: Carbamazepina, cafeína, diazepam, diclofenaco, digoxina, etanol, glibenclamida, metoprolol, naproxeno, nifedipino, fenitoína, teofilina, piroxicam e contraceptivos orais contendo levonorgestrel e etinilestradiol.",0,fonte2,automatica,0.85
losartana potassica hidroclorotiazida,losartana,"INTERAÇÕES MEDICAMENTOSAS Losartana Não foram identificadas interações medicamentosas de significado clínico com os seguintes compostos avaliados nos estudos de farmacocinética clínica: hidroclorotiazida, digoxina, varfarina, cimetidina, fenobarbital (veja Hidroclorotiazida, Álcool, Barbituratos ou Narcóticos , a seguir), cetoconazol e eritromicina.",0,fonte1,manual,1.0
besilato de anlodipino biolab genéricos,anlodipino,Deve-se considerar o monitoramento dos níveis de ciclosporina em pacientes com transplante renal que recebem anlodipino.,1,fonte2,automatica,0.65
ibuprofan,ibuprofeno,"Estudos clínicos, bem como observações randômicas, mostraram que o Ibuprofeno pode reduzir o efeito natriurético da furosemida, tiazidas ou outros diuréticos em alguns pacientes.",1,fonte2,automatica,0.65
telmisartana,digoxina,"A coadministração de telmisartana não resultou em interações clinicamente significativas com digoxina, varfarina, hidroclorotiazida, glibenclamida, ibuprofeno, paracetamol, sinvastatina e anlodipino.",0,fonte1,manual,1.0
karvil,verapamil,"Se o carvedilol for administrado por via oral com bloqueadores do canal de cálcio não diidropiridina do tipo verapamil ou diltiazem, amiodarona ou outros antiarrítmicos recomenda-se o monitoramento do ECG (eletrocardiograma) e da pressão sanguínea A administração de clonidina associada à Karvil pode potencializar os efeitos de redução de pressão sanguínea e frequência cardíaca Carvedilol pode potencializar o efeito de outros fármacos com ação antihipertensiva (por exemplo, antagonistas de receptor alfa-1) ou que tenham hipotensão como parte de seu perfil de efeitos adversos Agentes anestésicos Monitorar cuidadosamente os sinais vitais durante anestesia O uso concomitante de anti-inflamatórios não esteroides (AINEs) e bloqueadores betaadrenérgicos pode resultar em aumento de pressão arterial e menor controle da pressão arterial Broncodilatadores beta-agonistas age de forma contrária aos medicamentos desta classe Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento.",1,fonte2,automatica,0.75
everolimo,carbamazepina,"Interação com fortes inibidores, indutores da CYP3A4 Não é recomendada a coadministração com fortes inibidores da CYP3A4 (por exemplo, cetoconazol, itraconazol, voriconazol, claritromicina, telitromicina, ritonavir) e indutores (por exe mplo, rifampicina, rifabutina , erva de São João, carbamazepina, fenitoína ) a menos que os benefícios superem os possíveis riscos.",2,fonte1,manual,1.0
genfibrozila legrand,atorvastatina,"Foram relatados casos de miosite grave e mioglobinúria (rabdomiólise) quando Genfibrozila e outros inibidores da HMG-CoA redutase, (como lovastatina, atorvastatina e rosuvastatina), foram empregados concomitantemente.",2,fonte2,automatica,0.8
clorana,hidroclorotiazida,A metformina deve ser utilizada com precaução devido ao risco de acidose láctica induzida por uma possível insuficiência renal funcional associada à hidroclorotiazida.,1,fonte2,automatica,0.65
klaricid ud,claritromicina,"Inibidores da HMG-CoA redutase (estatinas): O uso concomitante de claritromicina com lovastatina ou sinvastatina é contraindicado (ver Contraindicações), devido ao possível aumento do risco de miopatia (doença muscular), incluindo rabdomiólise (destruição do músculo esquelético).",2,fonte2,automatica,0.9
klaricid,digoxina,"O uso concomitante de claritromicina e colchicina é contraindicado. : quando claritromicina e digoxina são administradas concomitantemente, pode elevar a um aumento da exposição à digoxina.",2,fonte2,automatica,0.9
cloridrato de tansulosina,glibenclamida,"In vitro, nem diazepam, propranolol, triclormetiazida, clormadinona, amitriptilina, diclofenaco, glibenclamida ou sinvastatina e varfarina modificam a fração livre d e tansulosina no plasma humano.",0,fonte1,manual,1.0
alprazolam,eritromicina,"Os dados obtidos a partir de estudos clínicos com alprazolam, estudos in vitro com alprazolam e estudos clínicos com fármacos metabolizados similarmente ao alprazolam mostram interações de variados graus e possibilidade de inter ação com alprazolam para uma quantidade de fármacos. alpazolam_com_VPS _V04 VERSÃO 04 - Esta versão altera a VERSÃO 03 Baseando -se no grau de interação e no tipo de dados disponíveis, recomenda -se o seguinte: - A coadministração de alprazolam com cetoconazol, itraconazol e outros antifúngicos azólicos não é recomendada; - Recomenda- se cautela e consideração de redução de dose quando alprazolam é coadministrado com nefazodona, fluvoxamina e cimetidina; - Também se recomenda cautela quando alprazolam é coadministrado com fluoxetina, propoxifeno, anticoncepcionais orais, diltiazem, ou antibióticos macrolídeos como eritromicina e troleandomicina; - As interações envolvendo inibidores da protease do vírus da imunodeficiência humana (HIV) (por exemplo, ritonavir) e alprazolam são complexas e dependentes do tempo.",2,fonte1,manual,1.0
valproato de sodio,clonazepam,"Considerar a diminuição da dose de amitriptilina/nortriptilina na presença de valproato. -carbamazepina (CBZ)/carbamazepina -10,11 -epóxido (CBZ -E): níveis sanguíneos de CBZ diminuíram 17% enquanto que os de CBZ -E aumentaram em torno de 45% na administração em conjunto do valp roato de sódio e da CBZ em pacientes epilépticos. -clonazepam: o uso concomitante de valproato de sódio e de clonazepam pode levar a estado de ausência em pacientes com história desse tipo de crises convulsivas. -diazepam: a administração conjunta de valproato de sódio aumentou a fração livre de diazepam. -etossuximida: o valproato de sódio inibe o metabolismo de etossuximida. -lamotrigina: sua dose deverá ser reduzida quando administrada em conjunto com valproato de sódio. -fenobarbital: o valproato d e sódio inibe o metabolismo do fenobarbital.",1,fonte1,manual,1.0
warfarin,varfarina,"A atividade da varfarina pode ser potencializada por esteroides anabólicos (como: etilestranol, metandrostenolona, noretrandolona), amiodarona, amitriptilina/nortriptilina, azapropazona, , benzafibrato, cefamandol, , hidrato de coral, , ciprofloxacino, clofibrato, cotrimoxazol, , destropropoxifeno, destrotiroxina, , neomicina, feprazona, , oxifenilbutazona, fenformina, fenilbutazona, feniramidol, quinidina, salicilatos, tolbutamida, sulfonamidas (ex: sulfafenazol, sulfinpirazona), tamoxifeno, triclofos, diflunisal, , ácido mefenâmico, , sulindaco e, possivelmente, outros analgésicos anti-inflamatórios, , ácido nalidíxico, , tetraciclinas e outros antibióticos de largo espectro, , metilfenidato, , fármacos para tratamento de disfunções da tireoide e qualquer fármaco potencialmente tóxico ao fígado;",1,fonte2,automatica,0.65
cloridrato de donepezila cloridrato de memantina,digoxina,"O metabolismo do cloridrato de donepezila não é alterado pela administração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",0,fonte1,manual,1.0
losartana potassica,eritromicina,"INTE RAÇÕES MED ICAMENTO SAS Nos est udos clínicos de farmacocinética realiza dos com hidroclorotiazida, digoxina, varfarina, cimetidina, fe nobarbital, cetoconazol e eritromicina, não foram identificadas interações me dicamentosas de importância clínica.",0,fonte1,manual,1.0
lopril d,captopril,"Em pacientes idosos com depleção de volume (incluindo aqueles em tratamento com diuréticos), ou com comprometimento da função renal, a administração concomitante de antiinflamatórios não esteroidais, incluindo inibidores seletivos de COX-2, com inibidores da ECA, incluindo o captopril, pode resultar na deterioração da função renal, incluindo possível insuficiência renal aguda .",2,fonte2,automatica,0.8
ezetimiba sinvastatina,eritromicina,"4.CONTRAINDICAÇÕES • Hipersensibilidade aos princípios ativos ou a qualquer dos excipientes. • Hepatopatia ativa ou elevações persistentes e inexplicadas das transaminases séricas. • Quando houver necessidade de administrar ezetimiba+sinvastatina com fenofibrato, consulte a Circular aos Médicos (bula) de fenofibrato. • Administração concomitante de inibidores potentes do CYP3A4 (p. ex., itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja os itens 5.",2,fonte1,manual,1.0
glibenclamida biosintética aché,fluoxetina,"Potencialização do efeito hipoglicemiante de glibenclamida, em alguns casos hipoglicemia, pode ocorrer quando se usa os seguintes medicamentos: Insulina e outros hipoglicemiantes orais, inibidores da ECA, esteroides anabolizantes e hormônios sexuais masculinos, , derivados cumarínicos, , disopiramida, fenfluramina, feniramidol, fibratos, fluoxetina, ifosfamidas, inibidores da MAO, , ácido paraminossalicílico, (uso parenteral em altas doses), fenilbutazona, azapropazone, oxifembutazona, probenecida, quinolonas, salicilatos, sulfimpirazona, sulfonamidas, agentes simpatolíticos tais como betabloqueadores, guanetidina, , tetraciclina, tritoqualina e trofosfamida.",1,fonte2,automatica,0.65
hidroclorotiazida germed pharma,metformina,A metformina deve ser utilizada com precaução devido ao risco de acidose láctica induzida por uma possível insuficiência renal funcional associada à hidroclorotiazida.,1,fonte2,automatica,0.65
