medicamento_alvo,medicamento_outro,contexto,classe,fonte,origem,confianca
acido acetilsalicilico,insulina,"Combinações que requerem precauções para o uso: · metotrexato em doses inferiores a 15 mg/semana: aumento da toxicidade hematológica do metotrexato (diminuição da depuração renal do metotrexato por agentes anti -inflamatórios em geral e deslocamento do metotrexato de sua ligação na proteína plasmática pelos salicilatos); · Anticoagulantes, trombolíticos/ outros inibidores da agregação plaquetária/ hemóstase : aumento do risco de sangramento; · Outros anti -inflamatórios não -esteroidais com salicilatos em doses elevadas: aumento do risco de úlceras e sangramento gastrintestinal devido ao efeito sinérgico; · Inibidores seletivos da recaptação de serotonina ( ISRSs ): aumento do risco de sangramento gastrintestinal superior possivelmente em razão do efeito sinérgico ; · digoxina: aumento das concentrações plasmáticas de digoxina em função da diminuição da excreção renal; · Antidiabéticos, por exemplo, insulina e sulfonilureias: aumento do efeito hipoglicêmico por altas doses do ácido acetilsalicílico por ação hipoglicêmica do ácido acetilsalicílico e deslocamento da sulfonilureia de sua ligação nas proteínas plasmáticas; · Diuréticos em combinação com ácido acetilsalicílico em altas doses: diminuição da filtração glomerular por diminuição da síntese renal de prostaglandina; · Glicocorticoides sistêmicos, exceto hidrocortisona usada como terapia de reposição na doença de Addison: diminuição dos níveis de salicilato plasmático durante o tratamento com corticosteroides e risco de superdose de salicilato após interrupção do tratamento, devido ao aumento da eliminação de salicilatos pelos corticosteroides; · Inibidores da enzima conversora de angiotensina (ECA) em combinação com ácido acetilsalicílico em altas doses: diminuição da filtração glomerular por inibição das prostaglandinas vasodilatadoras.",1,fonte1,manual,1.0
acido acetilsalicilico,anticoagulantes,"Combinações que requerem precauções para o uso: · metotrexato em doses inferiores a 15 mg/semana: aumento da toxicidade hematológica do metotrexato (diminuição da depuração renal do metotrexato por agentes anti -inflamatórios em geral e deslocamento do metotrexato de sua ligação na proteína plasmática pelos salicilatos); · Anticoagulantes, trombolíticos/ outros inibidores da agregação plaquetária/ hemóstase : aumento do risco de sangramento; · Outros anti -inflamatórios não -esteroidais com salicilatos em doses elevadas: aumento do risco de úlceras e sangramento gastrintestinal devido ao efeito sinérgico; · Inibidores seletivos da recaptação de serotonina ( ISRSs ): aumento do risco de sangramento gastrintestinal superior possivelmente em razão do efeito sinérgico ; · digoxina: aumento das concentrações plasmáticas de digoxina em função da diminuição da excreção renal; · Antidiabéticos, por exemplo, insulina e sulfonilureias: aumento do efeito hipoglicêmico por altas doses do ácido acetilsalicílico por ação hipoglicêmica do ácido acetilsalicílico e deslocamento da sulfonilureia de sua ligação nas proteínas plasmáticas; · Diuréticos em combinação com ácido acetilsalicílico em altas doses: diminuição da filtração glomerular por diminuição da síntese renal de prostaglandina; · Glicocorticoides sistêmicos, exceto hidrocortisona usada como terapia de reposição na doença de Addison: diminuição dos níveis de salicilato plasmático durante o tratamento com corticosteroides e risco de superdose de salicilato após interrupção do tratamento, devido ao aumento da eliminação de salicilatos pelos corticosteroides; · Inibidores da enzima conversora de angiotensina (ECA) em combinação com ácido acetilsalicílico em altas doses: diminuição da filtração glomerular por inibição das prostaglandinas vasodilatadoras.",1,fonte1,manual,1.0
acido acetilsalicilico,corticosteroides,"Combinações que requerem precauções para o uso: · metotrexato em doses inferiores a 15 mg/semana: aumento da toxicidade hematológica do metotrexato (diminuição da depuração renal do metotrexato por agentes anti -inflamatórios em geral e deslocamento do metotrexato de sua ligação na proteína plasmática pelos salicilatos); · Anticoagulantes, trombolíticos/ outros inibidores da agregação plaquetária/ hemóstase : aumento do risco de sangramento; · Outros anti -inflamatórios não -esteroidais com salicilatos em doses elevadas: aumento do risco de úlceras e sangramento gastrintestinal devido ao efeito sinérgico; · Inibidores seletivos da recaptação de serotonina ( ISRSs ): aumento do risco de sangramento gastrintestinal superior possivelmente em razão do efeito sinérgico ; · digoxina: aumento das concentrações plasmáticas de digoxina em função da diminuição da excreção renal; · Antidiabéticos, por exemplo, insulina e sulfonilureias: aumento do efeito hipoglicêmico por altas doses do ácido acetilsalicílico por ação hipoglicêmica do ácido acetilsalicílico e deslocamento da sulfonilureia de sua ligação nas proteínas plasmáticas; · Diuréticos em combinação com ácido acetilsalicílico em altas doses: diminuição da filtração glomerular por diminuição da síntese renal de prostaglandina; · Glicocorticoides sistêmicos, exceto hidrocortisona usada como terapia de reposição na doença de Addison: diminuição dos níveis de salicilato plasmático durante o tratamento com corticosteroides e risco de superdose de salicilato após interrupção do tratamento, devido ao aumento da eliminação de salicilatos pelos corticosteroides; · Inibidores da enzima conversora de angiotensina (ECA) em combinação com ácido acetilsalicílico em altas doses: diminuição da filtração glomerular por inibição das prostaglandinas vasodilatadoras.",1,fonte1,manual,1.0
besilato de anlodipino,varfarina,Estudos Especiais: Efeito do anlodipino sobre Outros A gentes atorvastatina: a coadministração de doses múltiplas de 10 mg de anlodipino e 80 mg de atorvastatina não resultou em mudança significante nos parâmetros farmacocinéticos no estado de equilíbrio ( steady -state) da atorvastatina. digoxina: a coadministração de anlodipino e digoxina não alterou os níveis séricos ou o clearance renal de digoxina nos voluntários sadios. etanol (á lcool): dose única e doses múltiplas de 10 mg de anlodipino não tiveram efeito significante na farmacocinética do etanol. varfarina: a coadministração de anlodipino com varfarina não alterou o tempo de resposta de protrombina da varfarina. ciclosporina: nenhum estudo de interação medicamentosa foi conduzido com a ciclosporina e o anlodipino em voluntários saudáveis ou outras populações com exceção dos pacientes com transplante renal.,0,fonte1,manual,1.0
besilato de anlodipino,ciclosporina,Estudos Especiais: Efeito do anlodipino sobre Outros A gentes atorvastatina: a coadministração de doses múltiplas de 10 mg de anlodipino e 80 mg de atorvastatina não resultou em mudança significante nos parâmetros farmacocinéticos no estado de equilíbrio ( steady -state) da atorvastatina. digoxina: a coadministração de anlodipino e digoxina não alterou os níveis séricos ou o clearance renal de digoxina nos voluntários sadios. etanol (á lcool): dose única e doses múltiplas de 10 mg de anlodipino não tiveram efeito significante na farmacocinética do etanol. varfarina: a coadministração de anlodipino com varfarina não alterou o tempo de resposta de protrombina da varfarina. ciclosporina: nenhum estudo de interação medicamentosa foi conduzido com a ciclosporina e o anlodipino em voluntários saudáveis ou outras populações com exceção dos pacientes com transplante renal.,0,fonte1,manual,1.0
besilato de anlodipino,atorvastatina,Estudos Especiais: Efeito do anlodipino sobre Outros A gentes atorvastatina: a coadministração de doses múltiplas de 10 mg de anlodipino e 80 mg de atorvastatina não resultou em mudança significante nos parâmetros farmacocinéticos no estado de equilíbrio ( steady -state) da atorvastatina. digoxina: a coadministração de anlodipino e digoxina não alterou os níveis séricos ou o clearance renal de digoxina nos voluntários sadios. etanol (á lcool): dose única e doses múltiplas de 10 mg de anlodipino não tiveram efeito significante na farmacocinética do etanol. varfarina: a coadministração de anlodipino com varfarina não alterou o tempo de resposta de protrombina da varfarina. ciclosporina: nenhum estudo de interação medicamentosa foi conduzido com a ciclosporina e o anlodipino em voluntários saudáveis ou outras populações com exceção dos pacientes com transplante renal.,0,fonte1,manual,1.0
besilato de anlodipino,digoxina,Estudos Especiais: Efeito do anlodipino sobre Outros A gentes atorvastatina: a coadministração de doses múltiplas de 10 mg de anlodipino e 80 mg de atorvastatina não resultou em mudança significante nos parâmetros farmacocinéticos no estado de equilíbrio ( steady -state) da atorvastatina. digoxina: a coadministração de anlodipino e digoxina não alterou os níveis séricos ou o clearance renal de digoxina nos voluntários sadios. etanol (á lcool): dose única e doses múltiplas de 10 mg de anlodipino não tiveram efeito significante na farmacocinética do etanol. varfarina: a coadministração de anlodipino com varfarina não alterou o tempo de resposta de protrombina da varfarina. ciclosporina: nenhum estudo de interação medicamentosa foi conduzido com a ciclosporina e o anlodipino em voluntários saudáveis ou outras populações com exceção dos pacientes com transplante renal.,0,fonte1,manual,1.0
besilato de anlodipino,anlodipino,Estudos Especiais: Efeito do anlodipino sobre Outros A gentes atorvastatina: a coadministração de doses múltiplas de 10 mg de anlodipino e 80 mg de atorvastatina não resultou em mudança significante nos parâmetros farmacocinéticos no estado de equilíbrio ( steady -state) da atorvastatina. digoxina: a coadministração de anlodipino e digoxina não alterou os níveis séricos ou o clearance renal de digoxina nos voluntários sadios. etanol (á lcool): dose única e doses múltiplas de 10 mg de anlodipino não tiveram efeito significante na farmacocinética do etanol. varfarina: a coadministração de anlodipino com varfarina não alterou o tempo de resposta de protrombina da varfarina. ciclosporina: nenhum estudo de interação medicamentosa foi conduzido com a ciclosporina e o anlodipino em voluntários saudáveis ou outras populações com exceção dos pacientes com transplante renal.,0,fonte1,manual,1.0
cloridrato de verapamil,eritromicina,"Vide bula de colchicina Antibacterianos claritromicina Possível aumento nos níveis de verapamil --- eritromicina Possível aumento dos níveis de verapamil --- rifampicina Diminui ASC (~97%), Cmax (~94%) e biodisponibilidade oral (~92%) do verapamil O efeito hipotensor do verapamil pode ser reduzido telitromicina Possível aumento dos níveis de verapamil --- Antineoplásicos doxorrubicina Aumenta ASC (104%) e Cmax (61%) da doxorrubicina com a administração oral de verapamil Em pacientes com carcinoma pulmonar de células pequenas Barbitúricos fenobarbital Aumenta a depuração do verapamil oral (~5 vezes) --- Benzodiazepínicos e outros ansiolíticos buspirona Aumenta ASC e Cmax da buspirona em 3 -4 vezes --- midazolam Aumenta ASC (~3 vezes) e Cmax (~2 vezes) do midazolam --- Betabloqueadores metoprolol Aumenta ASC (~32.5%) e Cmax (~41%) do metoprolol em pacientes com angina Vide “ADVERTÊNCIAS E PRECAUÇÕES ” propranolol Aumenta ASC (65%) e Cmax.",1,fonte1,manual,1.0
cloridrato de verapamil,claritromicina,"Vide bula de colchicina Antibacterianos claritromicina Possível aumento nos níveis de verapamil --- eritromicina Possível aumento dos níveis de verapamil --- rifampicina Diminui ASC (~97%), Cmax (~94%) e biodisponibilidade oral (~92%) do verapamil O efeito hipotensor do verapamil pode ser reduzido telitromicina Possível aumento dos níveis de verapamil --- Antineoplásicos doxorrubicina Aumenta ASC (104%) e Cmax (61%) da doxorrubicina com a administração oral de verapamil Em pacientes com carcinoma pulmonar de células pequenas Barbitúricos fenobarbital Aumenta a depuração do verapamil oral (~5 vezes) --- Benzodiazepínicos e outros ansiolíticos buspirona Aumenta ASC e Cmax da buspirona em 3 -4 vezes --- midazolam Aumenta ASC (~3 vezes) e Cmax (~2 vezes) do midazolam --- Betabloqueadores metoprolol Aumenta ASC (~32.5%) e Cmax (~41%) do metoprolol em pacientes com angina Vide “ADVERTÊNCIAS E PRECAUÇÕES ” propranolol Aumenta ASC (65%) e Cmax.",1,fonte1,manual,1.0
cloridrato de verapamil,rifampicina,"Vide bula de colchicina Antibacterianos claritromicina Possível aumento nos níveis de verapamil --- eritromicina Possível aumento dos níveis de verapamil --- rifampicina Diminui ASC (~97%), Cmax (~94%) e biodisponibilidade oral (~92%) do verapamil O efeito hipotensor do verapamil pode ser reduzido telitromicina Possível aumento dos níveis de verapamil --- Antineoplásicos doxorrubicina Aumenta ASC (104%) e Cmax (61%) da doxorrubicina com a administração oral de verapamil Em pacientes com carcinoma pulmonar de células pequenas Barbitúricos fenobarbital Aumenta a depuração do verapamil oral (~5 vezes) --- Benzodiazepínicos e outros ansiolíticos buspirona Aumenta ASC e Cmax da buspirona em 3 -4 vezes --- midazolam Aumenta ASC (~3 vezes) e Cmax (~2 vezes) do midazolam --- Betabloqueadores metoprolol Aumenta ASC (~32.5%) e Cmax (~41%) do metoprolol em pacientes com angina Vide “ADVERTÊNCIAS E PRECAUÇÕES ” propranolol Aumenta ASC (65%) e Cmax.",1,fonte1,manual,1.0
cloridrato de verapamil,fenobarbital,"Vide bula de colchicina Antibacterianos claritromicina Possível aumento nos níveis de verapamil --- eritromicina Possível aumento dos níveis de verapamil --- rifampicina Diminui ASC (~97%), Cmax (~94%) e biodisponibilidade oral (~92%) do verapamil O efeito hipotensor do verapamil pode ser reduzido telitromicina Possível aumento dos níveis de verapamil --- Antineoplásicos doxorrubicina Aumenta ASC (104%) e Cmax (61%) da doxorrubicina com a administração oral de verapamil Em pacientes com carcinoma pulmonar de células pequenas Barbitúricos fenobarbital Aumenta a depuração do verapamil oral (~5 vezes) --- Benzodiazepínicos e outros ansiolíticos buspirona Aumenta ASC e Cmax da buspirona em 3 -4 vezes --- midazolam Aumenta ASC (~3 vezes) e Cmax (~2 vezes) do midazolam --- Betabloqueadores metoprolol Aumenta ASC (~32.5%) e Cmax (~41%) do metoprolol em pacientes com angina Vide “ADVERTÊNCIAS E PRECAUÇÕES ” propranolol Aumenta ASC (65%) e Cmax.",1,fonte1,manual,1.0
cloridrato de verapamil,verapamil,"Vide bula de colchicina Antibacterianos claritromicina Possível aumento nos níveis de verapamil --- eritromicina Possível aumento dos níveis de verapamil --- rifampicina Diminui ASC (~97%), Cmax (~94%) e biodisponibilidade oral (~92%) do verapamil O efeito hipotensor do verapamil pode ser reduzido telitromicina Possível aumento dos níveis de verapamil --- Antineoplásicos doxorrubicina Aumenta ASC (104%) e Cmax (61%) da doxorrubicina com a administração oral de verapamil Em pacientes com carcinoma pulmonar de células pequenas Barbitúricos fenobarbital Aumenta a depuração do verapamil oral (~5 vezes) --- Benzodiazepínicos e outros ansiolíticos buspirona Aumenta ASC e Cmax da buspirona em 3 -4 vezes --- midazolam Aumenta ASC (~3 vezes) e Cmax (~2 vezes) do midazolam --- Betabloqueadores metoprolol Aumenta ASC (~32.5%) e Cmax (~41%) do metoprolol em pacientes com angina Vide “ADVERTÊNCIAS E PRECAUÇÕES ” propranolol Aumenta ASC (65%) e Cmax.",1,fonte1,manual,1.0
dicloridrato de hidroxizina,eritromicina,"Exemplos de medicamentos associad os ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas es tes): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida) ; - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, c italopram, venlafaxina , antidepressivos tricíclicos e tetracíclicos por exemplo amitriptilina, imipramina, maprotilina) ; - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimo ); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - pentamidina; - Antimaláricos (quinin a, cloroquina); - Antifúngicos azólicos (c etoconazol, fluconazol, voriconazol); - domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetron a); - trióxido de arsênio; - Inibidores da tirosina quinase (vandetanib e, sunitinib e, nilotinib e); - vorinostat e (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta -2 (salmeterol, formoterol).",2,fonte1,manual,1.0
dicloridrato de hidroxizina,claritromicina,"Exemplos de medicamentos associad os ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas es tes): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida) ; - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, c italopram, venlafaxina , antidepressivos tricíclicos e tetracíclicos por exemplo amitriptilina, imipramina, maprotilina) ; - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimo ); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - pentamidina; - Antimaláricos (quinin a, cloroquina); - Antifúngicos azólicos (c etoconazol, fluconazol, voriconazol); - domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetron a); - trióxido de arsênio; - Inibidores da tirosina quinase (vandetanib e, sunitinib e, nilotinib e); - vorinostat e (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta -2 (salmeterol, formoterol).",2,fonte1,manual,1.0
dicloridrato de hidroxizina,fluoxetina,"Exemplos de medicamentos associad os ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas es tes): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida) ; - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, c italopram, venlafaxina , antidepressivos tricíclicos e tetracíclicos por exemplo amitriptilina, imipramina, maprotilina) ; - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimo ); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - pentamidina; - Antimaláricos (quinin a, cloroquina); - Antifúngicos azólicos (c etoconazol, fluconazol, voriconazol); - domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetron a); - trióxido de arsênio; - Inibidores da tirosina quinase (vandetanib e, sunitinib e, nilotinib e); - vorinostat e (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta -2 (salmeterol, formoterol).",2,fonte1,manual,1.0
dicloridrato de hidroxizina,fluconazol,"Exemplos de medicamentos associad os ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas es tes): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida) ; - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, c italopram, venlafaxina , antidepressivos tricíclicos e tetracíclicos por exemplo amitriptilina, imipramina, maprotilina) ; - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimo ); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - pentamidina; - Antimaláricos (quinin a, cloroquina); - Antifúngicos azólicos (c etoconazol, fluconazol, voriconazol); - domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetron a); - trióxido de arsênio; - Inibidores da tirosina quinase (vandetanib e, sunitinib e, nilotinib e); - vorinostat e (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta -2 (salmeterol, formoterol).",2,fonte1,manual,1.0
dicloridrato de hidroxizina,amiodarona,"Exemplos de medicamentos associad os ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas es tes): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida) ; - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, c italopram, venlafaxina , antidepressivos tricíclicos e tetracíclicos por exemplo amitriptilina, imipramina, maprotilina) ; - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimo ); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - pentamidina; - Antimaláricos (quinin a, cloroquina); - Antifúngicos azólicos (c etoconazol, fluconazol, voriconazol); - domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetron a); - trióxido de arsênio; - Inibidores da tirosina quinase (vandetanib e, sunitinib e, nilotinib e); - vorinostat e (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta -2 (salmeterol, formoterol).",2,fonte1,manual,1.0
drospirenona etinilestradiol,eritromicina,"Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos): Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
drospirenona etinilestradiol,claritromicina,"Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos): Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
drospirenona etinilestradiol,fluconazol,"Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos): Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
drospirenona etinilestradiol,itraconazol,"Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos): Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
drospirenona etinilestradiol,diltiazem,"Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos): Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
drospirenona etinilestradiol,eritromicina,"Essas alterações podem ser clinicamente relevantes em alguns casos. - Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos) Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
drospirenona etinilestradiol,claritromicina,"Essas alterações podem ser clinicamente relevantes em alguns casos. - Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos) Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
drospirenona etinilestradiol,fluconazol,"Essas alterações podem ser clinicamente relevantes em alguns casos. - Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos) Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
drospirenona etinilestradiol,itraconazol,"Essas alterações podem ser clinicamente relevantes em alguns casos. - Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos) Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
drospirenona etinilestradiol,diltiazem,"Essas alterações podem ser clinicamente relevantes em alguns casos. - Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos) Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja (grapefruit) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
telmisartana,varfarina,"A coadministração de telmisartana não resultou em interações clinicamente significativas com digoxina, varfarina, hidroclorotiazida, glibenclamida, ibuprofeno, paracetamol, sinvastatina e anlodipino.",0,fonte1,manual,1.0
telmisartana,ibuprofeno,"A coadministração de telmisartana não resultou em interações clinicamente significativas com digoxina, varfarina, hidroclorotiazida, glibenclamida, ibuprofeno, paracetamol, sinvastatina e anlodipino.",0,fonte1,manual,1.0
telmisartana,paracetamol,"A coadministração de telmisartana não resultou em interações clinicamente significativas com digoxina, varfarina, hidroclorotiazida, glibenclamida, ibuprofeno, paracetamol, sinvastatina e anlodipino.",0,fonte1,manual,1.0
telmisartana,sinvastatina,"A coadministração de telmisartana não resultou em interações clinicamente significativas com digoxina, varfarina, hidroclorotiazida, glibenclamida, ibuprofeno, paracetamol, sinvastatina e anlodipino.",0,fonte1,manual,1.0
telmisartana,digoxina,"A coadministração de telmisartana não resultou em interações clinicamente significativas com digoxina, varfarina, hidroclorotiazida, glibenclamida, ibuprofeno, paracetamol, sinvastatina e anlodipino.",0,fonte1,manual,1.0
estradiol acetato de noretisterona,eritromicina,"Em alguns casos estas alterações podem ser clinicamente relevantes. - Substâncias que diminuem a depuração de hormônios sexuais (inibidores enzimáticos): Inibidore s potentes e moderados de CYP3A4, tais como, antifúngicos azólicos (por exemplo, fluconazol, itraconazol, cetoconazol, voriconazol), macrolídeos (por exemplo, claritromicina, eritromicina), verapamil, diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas de estrogênio, de progestógeno ou de ambos.",1,fonte1,manual,1.0
estradiol acetato de noretisterona,claritromicina,"Em alguns casos estas alterações podem ser clinicamente relevantes. - Substâncias que diminuem a depuração de hormônios sexuais (inibidores enzimáticos): Inibidore s potentes e moderados de CYP3A4, tais como, antifúngicos azólicos (por exemplo, fluconazol, itraconazol, cetoconazol, voriconazol), macrolídeos (por exemplo, claritromicina, eritromicina), verapamil, diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas de estrogênio, de progestógeno ou de ambos.",1,fonte1,manual,1.0
estradiol acetato de noretisterona,cetoconazol,"Em alguns casos estas alterações podem ser clinicamente relevantes. - Substâncias que diminuem a depuração de hormônios sexuais (inibidores enzimáticos): Inibidore s potentes e moderados de CYP3A4, tais como, antifúngicos azólicos (por exemplo, fluconazol, itraconazol, cetoconazol, voriconazol), macrolídeos (por exemplo, claritromicina, eritromicina), verapamil, diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas de estrogênio, de progestógeno ou de ambos.",1,fonte1,manual,1.0
estradiol acetato de noretisterona,fluconazol,"Em alguns casos estas alterações podem ser clinicamente relevantes. - Substâncias que diminuem a depuração de hormônios sexuais (inibidores enzimáticos): Inibidore s potentes e moderados de CYP3A4, tais como, antifúngicos azólicos (por exemplo, fluconazol, itraconazol, cetoconazol, voriconazol), macrolídeos (por exemplo, claritromicina, eritromicina), verapamil, diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas de estrogênio, de progestógeno ou de ambos.",1,fonte1,manual,1.0
estradiol acetato de noretisterona,itraconazol,"Em alguns casos estas alterações podem ser clinicamente relevantes. - Substâncias que diminuem a depuração de hormônios sexuais (inibidores enzimáticos): Inibidore s potentes e moderados de CYP3A4, tais como, antifúngicos azólicos (por exemplo, fluconazol, itraconazol, cetoconazol, voriconazol), macrolídeos (por exemplo, claritromicina, eritromicina), verapamil, diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas de estrogênio, de progestógeno ou de ambos.",1,fonte1,manual,1.0
